校系.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取名額..含外加.,普通生錄取分數
1170,靜宜大學,台灣文學系,2,1,0,0,1.25,1.25,0,0,0,0,16,304.13
1171,靜宜大學,法律學系,2,1,0,1,1,0,1,0,0,0,65,333.1
1172,靜宜大學,生態人文學系(自然組),2,2,0,0,0,0,0,0,1,2,7,317.5
1173,靜宜大學,生態人文學系(人文組),2,2,0,0,2,1,0,0,0,0,7,385.2
1174,靜宜大學,大眾傳播學系,2,1.75,0,1,1,0,0,0,0,0,22,298.25
1175,靜宜大學,財務與計算數學系計算數學組,2,1.5,0,2,0,0,0,0,0,0,14,266.7
1176,靜宜大學,財務與計算數學系財務工程組,2,1.5,0,2,0,0,0,0,0,0,12,272.35
1177,靜宜大學,應用化學系,1,1.5,1.5,0,0,0,0,0,2,0,22,226.75
1200,靜宜大學,食品營養學系營養與保健組,2,1,0,0,0,0,0,0,2,2,20,349.5
1201,靜宜大學,食品營養學系食品與生物技術組,2,1,0,0,0,0,0,0,2,2,20,333.4
1202,靜宜大學,化粧品科學系,2,1,0,0,0,0,0,0,2,2,28,329.3
1203,靜宜大學,統計資訊學系,2,1.5,0,2,0,0,0,0,0,0,19,262.2
1204,靜宜大學,企業管理學系,1.5,2,0,2,1,1,0,0,0,0,65,366.45
1205,靜宜大學,國際企業學系,2,2,0,2,1,1,0,0,0,0,48,393.7
1206,靜宜大學,會計學系,2,2,0,2,1,1,0,0,0,0,60,394
1207,靜宜大學,觀光事業學系,2,2,0,1.5,1,1,0,0,0,0,46,376
1210,靜宜大學,財務金融學系,1.5,2,0,2,1,1,0,0,0,0,61,375.25
1211,靜宜大學,寰宇管理學士學位學程,1,2,0,1.5,0,0,0,0,0,0,5,231.9
1212,靜宜大學,資訊管理學系,2,2,0,1.75,0,0,0,0,0,0,36,268.9
1213,靜宜大學,資訊工程學系(資電組),2,2,1.5,0,0,0,0,0,0,0,21,224.3
1214,靜宜大學,資訊工程學系(資工組),2,1.5,0,2,0,0,0,0,0,0,22,261.9
1215,靜宜大學,資訊傳播工程學系(網路與多媒體應用組),1.75,1.75,0,2,0,0,0,0,0,0,14,254.65
1216,靜宜大學,資訊傳播工程學系(數位內容與遊戲設計組),1.75,1.75,0,2,0,0,0,0,0,0,16,256.98
1217,大同大學,機械工程學系電子機械組,2,1,2,0,0,0,0,2,1,0,23,301
1220,大同大學,機械工程學系精密機械組,2,1,2,0,0,0,0,2,1,0,33,294
1221,大同大學,電機工程學系電機與系統組,2,2,2,0,0,0,0,1,0,0,13,320.8
1222,大同大學,電機工程學系電子與通訊組,2,2,2,0,0,0,0,1,0,0,18,289.9
1223,大同大學,化學工程學系,1,2,2,0,0,0,0,1,2,0,45,282.1
1224,大同大學,工業設計學系,2,2,2,0,0,0,0,1,1,0,37,335.6
1225,大同大學,事業經營學系,1,2,0,1.5,0,0,0,0,0,0,43,233.8
1226,大同大學,資訊工程學系,1,2,2,0,0,0,0,2,1,0,54,303.7
1227,大同大學,材料工程學系,1,1,1.5,0,0,0,0,1.5,2,0,46,252.7
1230,大同大學,生物工程學系,1,2,2,0,0,0,0,0,1,2,29,342.4
1231,大同大學,資訊經營學系,1,1.5,1.5,0,0,0,0,0,0,0,26,155.1
1232,大同大學,媒體設計學系互動媒體設計組,1.75,2,0,2,0,0,0,0,0,0,19,325.33
1233,大同大學,媒體設計學系數位遊戲設計組,1.75,2,0,2,0,0,0,0,0,0,10,325.35
1234,大同大學,應用外語學系,1.5,2,0,0,1,0,0,0,0,0,21,277.9
1235,輔仁大學,中國文學系,2,1.25,0,0,2,0,0,0,0,0,73,352.13
1236,輔仁大學,歷史學系,2,1.75,0,0,2,0,0,0,0,0,72,375.98
1237,輔仁大學,哲學系,2,2,0,1,1.5,1,0,0,0,0,81,433.15
1243,輔仁大學,應用美術學系,1,1,0,1,1,1,0,0,0,0,32,348.2
1244,輔仁大學,景觀設計學系(社會組),1,1,0,1,1,1,0,0,0,0,14,349.3
1245,輔仁大學,景觀設計學系(自然組),1,1,1,0,0,0,0,0,0,2,12,286.1
1246,輔仁大學,影像傳播學系,1.5,2,0,1,1,1,0,0,0,0,32,470.2
1247,輔仁大學,新聞傳播學系,2,2,0,1,1,1,0,0,0,0,37,500.8
1250,輔仁大學,廣告傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,34,478.6
1251,輔仁大學,圖書資訊學系,2,2,0,2,1,1,0,0,0,0,31,526.5
1253,輔仁大學,體育學系運動健康管理組,2,2,2,0,0,0,0,0,0,1,26,296.5
1254,輔仁大學,護理學系,1.5,1.5,1,0,0,0,0,0,0,1.25,65,304.7
1255,輔仁大學,公共衛生學系,1.5,1.5,1,0,0,0,0,0,1,1.25,29,349.7
1256,輔仁大學,醫學系,1,1.25,1,0,0,0,0,1,1,1.25,22,552.53
1257,輔仁大學,臨床心理學系,1.25,2,1,0,0,0,0,0,1,1.25,26,407.95
1260,輔仁大學,職能治療學系,1.25,2,1,0,0,0,0,1,0,2,37,473.6
1261,輔仁大學,呼吸治療學系,1,1.25,0,0,0,0,0,1,1.25,1.25,19,368.65
1262,輔仁大學,數學系純數學組,1.25,1.25,2,0,0,0,0,0,0,0,28,188.73
1263,輔仁大學,數學系應用數學組,1.25,1.25,2,0,0,0,0,0,0,0,33,215.63
1264,輔仁大學,化學系,1,1.5,1.5,0,0,0,0,1,2,0,58,305.8
1265,輔仁大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,52,254.7
1266,輔仁大學,生命科學系,1,2,0,0,0,0,0,0,1.5,2,36,387.4
1267,輔仁大學,物理學系物理組,1,1.5,2,0,0,0,0,2,1,0,33,291.65
1270,輔仁大學,物理學系光電物理組,1,1.5,2,0,0,0,0,2,1,0,45,308.5
1271,輔仁大學,電機工程學系系統與晶片設計組,1,1.5,1.5,0,0,0,0,1,1,0,31,302.2
1272,輔仁大學,電機工程學系電腦與通訊工程組,1,2,2,0,0,0,0,1,0,0,36,302.3
1273,輔仁大學,英國語文學系,1,2,0,0,1,0,0,0,0,0,33,318.3
1274,輔仁大學,法國語文學系,1.5,1.5,0,0,1,1,0,0,0,0,35,365.2
1275,輔仁大學,西班牙語文學系,1.5,1.5,0,0,1,1,0,0,0,0,39,362.4
1276,輔仁大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,58,417.35
1277,輔仁大學,義大利語文學系,1.5,1.5,0,0,1,1,0,0,0,0,33,353.45
1300,輔仁大學,德語語文學系,1.5,1.5,0,0,1.25,0,0,0,0,0,31,313.95
1301,輔仁大學,織品服裝學系織品設計組,2,2,0,1.5,0,0,0,0,0,0,14,366.4
1302,輔仁大學,織品服裝學系服飾設計組,2,2,0,1.5,0,0,0,0,0,0,16,372.8
1303,輔仁大學,織品服裝學系織品服飾行銷組,2,2,0,1.5,0,0,0,0,0,0,48,369
1304,輔仁大學,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,25,526.8
1305,輔仁大學,兒童與家庭學系,2,2,0,1,0,0,1,0,0,0,35,389.2
1306,輔仁大學,食品科學系,1,2,1,0,0,0,0,0,2,2,38,474.9
1307,輔仁大學,營養科學系,1,2,1,0,0,0,0,0,2,2,22,517.8
1310,輔仁大學,法律學系,1,1,0,1,0,1,1,0,0,0,66,370.9
1311,輔仁大學,財經法律學系,1.5,1.5,0,1,0,1,1,0,0,0,33,448.65
1312,輔仁大學,企業管理學系,1.5,1.5,0,1.5,1,1,0,0,0,0,103,467.35
1313,輔仁大學,會計學系,1.5,1.5,0,1.5,1,1,0,0,0,0,73,476.1
1314,輔仁大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,59,381.15
1315,輔仁大學,統計資訊學系,1.5,2,0,2,0,0,0,0,0,0,54,379.55
1316,輔仁大學,金融與國際企業學系,1.5,2,0,2,1,1,0,0,0,0,61,567.7
1317,輔仁大學,社會學系,1.5,1.5,0,1.5,0,0,1,0,0,0,42,375.45
1320,輔仁大學,社會工作學系,1.5,1.5,0,1,1,0,0,0,0,0,33,330.65
1321,輔仁大學,經濟學系,1,2,0,2,1,1,0,0,0,0,74,510.8
1322,輔仁大學,宗教學系,2,2,0,0,1.5,0,0,0,0,0,32,313.4
1323,輔仁大學,心理學系,1.5,1.5,1,0,0,0,0,0,0,0,32,248.55
1324,國立臺灣海洋大學,商船學系,1,2,2,0,0,0,0,1,0,0,53,333.4
1325,國立臺灣海洋大學,航運管理學系,1,1.5,0,1.5,0,0,0,0,0,0,62,306.45
1326,國立臺灣海洋大學,輪機工程學系能源應用組,1,2,1.5,0,0,0,0,1.5,1,0,29,394.35
1327,國立臺灣海洋大學,輪機工程學系動力工程組,1,2,1.5,0,0,0,0,1.5,1,0,11,417.75
1330,國立臺灣海洋大學,運輸科學系A組,1,2,0,2,0,0,0,0,0,0,24,378.8
1331,國立臺灣海洋大學,運輸科學系B組,1,2,2,0,0,0,0,0,0,0,15,302.3
1332,國立臺灣海洋大學,食品科學系食品科學組,1,2,1,0,0,0,0,0,2,2,26,498
1333,國立臺灣海洋大學,食品科學系生物科技組,1,2,1,0,0,0,0,0,2,2,29,502.3
1334,國立臺灣海洋大學,水產養殖學系,1,1.5,1,0,0,0,0,0,1.75,2,45,393.3
1335,國立臺灣海洋大學,生命科學暨生物科技學系,1,1.75,1,0,0,0,0,0,1.5,1.5,28,409.05
1336,國立臺灣海洋大學,系統工程暨造船學系,1,1.25,1.25,0,0,0,0,1.25,1,0,22,327.73
1337,國立臺灣海洋大學,河海工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,40,352.95
1340,國立臺灣海洋大學,機械與機電工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,50,391.25
1341,國立臺灣海洋大學,海洋環境資訊系,1,1.5,1.5,0,0,0,0,1.5,1,0,29,344.75
1342,國立臺灣海洋大學,環境生物與漁業科學學系,1,1.5,1.5,0,0,0,0,0,1,1.25,21,333.1
1343,國立臺灣海洋大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,55,316.2
1344,國立臺灣海洋大學,資訊工程學系,1,1,1,0,0,0,0,1,0,0,58,239.5
1345,國立臺灣海洋大學,通訊與導航工程學系,1,1.5,1.5,0,0,0,0,1.5,0,0,12,329.65
1346,國立臺灣海洋大學,海洋觀光管理學士學位學程,1,1.5,0,1.5,0,0,0,0,0,0,15,295.55
1347,國立高雄師範大學,國文學系國文組,1.5,1.25,0,1,1.25,1,0,0,0,0,35,426.68
1350,國立高雄師範大學,國文學系應用中文組,1.5,1.25,0,1,1.25,1,0,0,0,0,27,424.18
1351,國立高雄師範大學,英語學系,1.5,2,0,1,1,1,0,0,0,0,79,477.4
1352,國立高雄師範大學,地理學系,1,1.25,0,1,1,1.25,0,0,0,0,25,408.38
1353,國立高雄師範大學,教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,28,464.1
1354,國立高雄師範大學,特殊教育學系,1.25,1.25,0,1,1,1,0,0,0,0,22,387.3
1355,國立高雄師範大學,事業經營學系,1.5,2,0,1.75,0,0,0,0,0,0,19,404.35
1367,國立高雄師範大學,數學系數學組,1,1.25,2,0,0,0,0,1.25,0,0,18,312.03
1370,國立高雄師範大學,數學系應用數學組,1,1.25,2,0,0,0,0,1.25,0,0,18,319.28
1371,國立高雄師範大學,物理學系,1,1,1.5,0,0,0,0,2,1,0,21,391.5
1372,國立高雄師範大學,化學系,1,1,1.5,0,0,0,0,1.5,2,0,24,429.5
1373,國立高雄師範大學,生物科技系,1,1.25,1,0,0,0,0,0,1,2,19,397.53
1374,國立高雄師範大學,工業科技教育學系,1,1.5,1.5,0,0,0,0,1.5,1,0,21,360.05
1375,國立高雄師範大學,光電與通訊工程學系,1,1,1,0,0,0,0,1,1,0,26,300.3
1376,國立高雄師範大學,工業設計學系,1,1.5,1,0,0,0,0,1.5,1,0,23,366
1377,國立高雄師範大學,電子工程學系,1,1,1.5,0,0,0,0,1.5,1,0,26,352.15
1400,國立高雄師範大學,軟體工程學系,1.25,1.5,1.5,0,0,0,0,1,1,0,21,378.33
1401,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組(自費),1.75,1.75,0,1.5,1,0,1,0,0,0,19,530.7
1402,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組(公費),1.75,1.75,0,1.5,1,0,1,0,0,0,1,603
1403,國立彰化師範大學,輔導與諮商學系社區輔導與諮商組,1.75,1.75,0,1.5,1,0,1,0,0,0,17,523.8
1404,國立彰化師範大學,特殊教育學系,1.5,1.5,0,1,1,1,0,0,0,0,39,415.9
1405,國立彰化師範大學,英語學系,1.5,2,0,1,1,1,0,0,0,0,28,488.45
1406,國立彰化師範大學,國文學系,2,1.5,0,0,1.5,1,0,0,0,0,57,426.05
1407,國立彰化師範大學,地理學系,1,1.25,0,1,1,1.25,0,0,0,0,26,399.53
1412,國立彰化師範大學,電子工程學系,1,2,2,0,0,0,0,2,1,0,28,477.2
1413,國立彰化師範大學,機電工程學系,1,2,2,0,0,0,0,2,1,0,32,477.7
1414,國立彰化師範大學,電機工程學系,1,2,2,0,0,0,0,2,1,0,17,506.6
1415,國立彰化師範大學,資訊工程學系,1,1.5,2,0,0,0,0,1.5,0,0,14,370.95
1416,國立彰化師範大學,生物學系(自費),1,1.75,1,0,0,0,0,0,1.5,2,26,451.83
1417,國立彰化師範大學,生物學系(公費),1,1.75,1,0,0,0,0,0,1.5,2,1,611.48
1420,國立彰化師範大學,數學系,1,1.25,2,0,0,0,0,1.25,0,0,60,290.38
1421,國立彰化師範大學,化學系(自費),1,1.25,1,0,0,0,0,1.25,2,0,24,401.8
1422,國立彰化師範大學,化學系(公費),1,1.25,1,0,0,0,0,1.25,2,0,1,541.8
1423,國立彰化師範大學,物理學系物理組,1,1,1.5,0,0,0,0,2,1.5,0,27,406.1
1424,國立彰化師範大學,物理學系光電組,1,1,1.5,0,0,0,0,2,1.5,0,27,415.1
1425,國立彰化師範大學,企業管理學系,1,2,0,2,0,0,0,0,0,0,33,388.6
1426,國立彰化師範大學,會計學系,1.5,2,0,2,1,1,0,0,0,0,45,566.9
1427,國立彰化師範大學,資訊管理學系資訊管理組,1,2,0,2,0,0,0,0,0,0,12,388.4
1430,國立彰化師範大學,資訊管理學系數位內容科技與管理組,1,2,2,0,0,0,0,0,0,0,8,324.9
1432,國立彰化師範大學,公共事務與公民教育學系公共事務組,1.25,1.25,0,1,1,1,2,0,0,0,13,571.3
1433,國立彰化師範大學,公共事務與公民教育學系公民教育組(自費),1.25,1.25,0,1,1,1,2,0,0,0,14,568.3
1434,國立彰化師範大學,公共事務與公民教育學系公民教育組(公費),1.25,1.25,0,1,1,1,2,0,0,0,1,638.93
1435,國立陽明大學,醫學系,1,1,1,0,0,0,0,1,1,1,65,521.4
1436,國立陽明大學,牙醫學系,1,1,1,0,0,0,0,1,1,1,27,509.2
1437,國立陽明大學,醫學生物技術暨檢驗學系,1,1.25,1,0,0,0,0,1,1.25,1.25,35,516.63
1440,國立陽明大學,生物醫學影像暨放射科學系,1,1.25,1.25,0,0,0,0,1,1,1.25,21,496.43
1441,國立陽明大學,物理治療暨輔助科技學系,1,1.25,1,0,0,0,0,1,1,1.25,30,492.4
1442,國立陽明大學,護理學系,1.5,1.5,1,0,0,0,0,1,1,1,27,502.45
1443,國立陽明大學,生命科學系暨基因體科學研究所,1,1.25,1.25,0,0,0,0,1.25,1,1,35,498.4
1444,國立陽明大學,生物醫學工程學系,1,1,1,0,0,0,0,1,1,0,19,375.3
1445,中山醫學大學,醫學系,1,1,1,0,0,0,0,1,1,1,59,501.2
1446,中山醫學大學,牙醫學系,1,1,1,0,0,0,0,1,1,1.25,57,517.9
1447,中山醫學大學,醫學檢驗暨生物技術學系,1,1.75,1,0,0,0,0,1,1.75,1.75,56,552.58
1450,中山醫學大學,物理治療學系,1,1.5,1,0,0,0,0,1,1,1.25,13,463.7
1451,中山醫學大學,職能治療學系,1.25,2,1,0,0,0,0,1,0,1.5,31,453.63
1452,中山醫學大學,語言治療與聽力學系語言治療組,1.5,2,0,0,0,0,0,1,0,1.5,18,425.15
1453,中山醫學大學,語言治療與聽力學系聽力組,1.5,2,0,0,0,0,0,1.5,0,1,19,399.2
1454,中山醫學大學,生物醫學科學學系,1,1.5,1,0,0,0,0,0,1.5,2,45,427.7
1455,中山醫學大學,視光學系,1,1.5,1,0,0,0,0,1.5,0,2,24,400.2
1456,中山醫學大學,醫學影像暨放射科學系,1,1.5,1.5,0,0,0,0,2,1,1,34,480.6
1457,中山醫學大學,心理學系,1.5,2,1,0,0,0,0,0,1,1,25,406.75
1460,中山醫學大學,營養學系,1,2,1,0,0,0,0,0,2,2,57,488.6
1461,中山醫學大學,公共衛生學系,1,1.5,1.5,0,0,0,0,0,1,1,38,321.25
1462,中山醫學大學,醫療產業科技管理學系,1,1.5,0,1.5,0,1,0,0,0,0,26,332.2
1463,中山醫學大學,職業安全衛生學系,2,1,1,0,0,0,0,0,1.5,2,38,396.9
1464,中山醫學大學,醫學應用化學系,1,1,1.5,0,0,0,0,0,2,0,37,317.2
1465,中山醫學大學,健康餐飲暨產業管理學系,2,1,1,0,0,0,0,0,2,2,31,420.3
1466,中山醫學大學,醫學資訊學系,1,2,2,0,0,0,0,0,0,0,28,269.8
1467,中山醫學大學,醫學社會暨社會工作學系,2,2,0,1,1,1,0,0,0,0,68,414.8
1470,中山醫學大學,應用外國語言學系,1.5,2,0,1,1,1,0,0,0,0,25,420.05
1471,中山醫學大學,護理學系(男),1.25,1.5,1,0,0,0,0,0,1,1.25,27,321.8
1472,中山醫學大學,護理學系(女),1.25,1.5,1,0,0,0,0,0,1,1.25,50,339.9
1473,國立中山大學,中國文學系,2,1,0,0,2,2,0,0,0,0,17,536.1
1474,國立中山大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,26,505.9
1502,國立中山大學,劇場藝術學系(男),2,2,0,1,1,0,0,0,0,0,8,427.3
1503,國立中山大學,劇場藝術學系(女),2,2,0,1,1,0,0,0,0,0,6,449.5
1504,國立中山大學,生物科學系,1,1.25,1,0,0,0,0,0,1.25,1.5,31,411.25
1505,國立中山大學,化學系,1,1,1,0,0,0,0,1,2,0,22,418.8
1506,國立中山大學,物理學系,1,2,1.5,0,0,0,0,1.5,1,0,20,469.7
1507,國立中山大學,應用數學系,0,1,2,0,0,0,0,1.5,0,0,31,297.7
1510,國立中山大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,3,360.1
1511,國立中山大學,電機工程學系乙組,1,1,1.5,0,0,0,0,1.5,1,0,52,412.45
1512,國立中山大學,機械與機電工程學系,1,1.5,2,0,0,0,0,2,1,0,45,502.25
1513,國立中山大學,資訊工程學系,0,1,2,0,0,0,0,2,0,0,21,349.9
1514,國立中山大學,材料與光電科學學系,1,1,1,0,0,0,0,1,1,0,24,342.4
1515,國立中山大學,光電工程學系,1,1,1,0,0,0,0,1,1,0,18,339.5
1516,國立中山大學,企業管理學系,1.75,1.75,0,1.5,0,0,0,0,0,0,28,397.63
1517,國立中山大學,資訊管理學系(社會組),1.5,2,0,2,0,1,0,0,0,0,9,520.85
1520,國立中山大學,資訊管理學系(自然組),1.5,2,2,0,0,0,0,0,0,0,9,383.65
1521,國立中山大學,財務管理學系,1,1.5,0,1.5,0,0,0,0,0,0,26,332.45
1522,國立中山大學,海洋生物科技暨資源學系,0,1.5,0,0,0,0,0,1,1.5,1.5,21,377.05
1523,國立中山大學,海洋環境及工程學系,0,1,1.25,0,0,0,0,1.25,1,0,21,293.83
1524,國立中山大學,海洋科學系,1,1.25,1,0,0,0,0,0,1,0,15,279.93
1525,國立中山大學,政治經濟學系,1,1.5,0,1.5,0,0,1,0,0,0,24,401.75
1526,國立中山大學,社會學系,1,1.5,0,1,0,0,1.5,0,0,0,17,396.65
1527,長庚大學,醫學系,1,1.25,1,0,0,0,0,1,1.25,1.25,41,582.5
1530,長庚大學,中醫學系,1,1,1,0,0,0,0,1,1,1,29,498.6
1531,長庚大學,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,66,381.45
1532,長庚大學,醫學生物技術暨檢驗學系,1,1,1,0,0,0,0,0,1.5,1.5,22,439.7
1533,長庚大學,醫學影像暨放射科學系,1,1.25,1.25,0,0,0,0,1.25,1,1,20,450.25
1534,長庚大學,物理治療學系,1,1.25,1,0,0,0,0,1,1,1.25,24,462.65
1535,長庚大學,職能治療學系,1,1.25,1,0,0,0,0,1,1,1.25,31,453.35
1536,長庚大學,生物醫學系,1,1.25,1,0,0,0,0,1,1.25,1.25,65,425.73
1537,長庚大學,呼吸治療學系,1,1.25,1,0,0,0,0,1.25,1,1.25,25,449.4
1540,長庚大學,電機工程學系系統與晶片設計組,1,1.25,1.5,0,0,0,0,1.5,0,0,30,299.88
1541,長庚大學,電機工程學系通訊組,1,1.25,1.5,0,0,0,0,1.5,0,0,29,297.6
1542,長庚大學,機械工程學系,1,1.25,1.5,0,0,0,0,1.5,1,0,25,342.08
1543,長庚大學,化工與材料工程學系,1,1.25,1.25,0,0,0,0,1,1.5,0,40,369.38
1544,長庚大學,電子工程學系,1,1,1.25,0,0,0,0,1.25,1.25,0,53,309.5
1545,長庚大學,資訊工程學系,1,1.25,1.5,0,0,0,0,1.25,1,0,33,337.85
1546,長庚大學,醫務管理學系(社會組),1,1.5,0,1.25,0,0,0,0,0,0,14,284.15
1547,長庚大學,醫務管理學系(自然組),1,1.5,1.25,0,0,0,0,0,0,0,16,232.1
1550,長庚大學,工商管理學系(社會組),1.25,1.5,0,2,0,0,0,0,0,0,16,349.98
1551,長庚大學,工商管理學系(自然組),1.25,1.5,2,0,0,0,0,0,0,0,15,259.38
1552,長庚大學,工業設計學系媒體與傳達設計組,1,1.5,0,1,0,0,0,0,0,0,10,235
1553,長庚大學,工業設計學系產品設計組,1,1.5,1,0,0,0,0,0,0,0,7,208.85
1554,長庚大學,資訊管理學系(社會組),1.25,1.5,0,1.5,0,0,0,0,0,0,12,300.45
1555,長庚大學,資訊管理學系(自然組),1.25,1.5,1.5,0,0,0,0,0,0,0,12,240.75
1556,國立臺中教育大學,教育學系,1.25,1,0,1,1,1,0,0,0,0,21,355.2
1557,國立臺中教育大學,幼兒教育學系,1.25,1.25,0,1,1.25,1,0,0,0,0,19,372.73
1560,國立臺中教育大學,數學教育學系,1,2,2,0,0,0,0,1,1,0,19,344
1561,國立臺中教育大學,區域與社會發展學系,1,1,0,0,2,2,2,0,0,0,32,598.6
1562,國立臺中教育大學,語文教育學系,2,1.25,0,1,1.25,1,0,0,0,0,17,430.1
1563,國立臺中教育大學,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,24,423.95
1564,國立臺中教育大學,國際企業學系,1.25,1.5,0,1,0,0,1,0,0,0,26,348.9
1567,國立臺中教育大學,科學教育與應用學系,2,1,1,0,0,0,0,2,2,0,24,396.6
1571,國立臺中教育大學,臺灣語文學系,1.5,1.5,0,1,1,1,0,0,0,0,34,340.4
1572,國立臺中教育大學,數位內容科技學系,1,2,2,0,0,0,0,1,0,0,17,312.3
1573,國立臺中教育大學,資訊工程學系,1,1.75,2,0,0,0,0,1,0,0,26,323.23
1574,國立臺中教育大學,英語學系,1,2,0,0,1,1,0,0,0,0,33,360.9
1575,國立臺中教育大學,諮商與應用心理學系,2,2,0,1.75,0,0,0,0,0,0,34,403.1
1576,國立臺中教育大學,文化創意產業設計與營運學系,2,2,0,1,1.5,0,0,0,0,0,24,449.7
1577,國立臺北教育大學,教育經營與管理學系,1.5,1.5,0,1.5,0,0,1,0,0,0,30,409.4
1600,國立臺北教育大學,教育學系,1.5,2,0,1.25,1,0,1,0,0,0,33,504.65
1601,國立臺北教育大學,心理與諮商學系,1.5,1.5,0,1.5,1,1,0,0,0,0,34,491.95
1602,國立臺北教育大學,特殊教育學系(男),1.5,2,0,2,0,0,0,0,0,0,14,383.4
1603,國立臺北教育大學,特殊教育學系(女),1.5,2,0,2,0,0,0,0,0,0,15,411.15
1604,國立臺北教育大學,幼兒與家庭教育學系,1.5,1.5,0,1,1,1,0,0,0,0,27,430.55
1605,國立臺北教育大學,社會與區域發展學系,1,2,0,1,1.5,1.5,0,0,0,0,25,522.3
1606,國立臺北教育大學,兒童英語教育學系(自費),1,2,0,1,1,1,0,0,0,0,25,451.3
1607,國立臺北教育大學,兒童英語教育學系(公費),1,2,0,1,1,1,0,0,0,0,1,514
1610,國立臺北教育大學,文化創意產業經營學系,1.25,1.5,0,1,1,1,1,0,0,0,28,519.85
1611,國立臺北教育大學,語文與創作學系語文師資組(自費),2,2,0,1,1,1,0,0,0,0,26,500.8
1612,國立臺北教育大學,語文與創作學系語文師資組(公費),2,2,0,1,1,1,0,0,0,0,2,590.2
1613,國立臺北教育大學,語文與創作學系文學創作組,2,2,0,0,1,1,0,0,0,0,32,440.7
1620,國立臺北教育大學,藝術與造形設計學系設計組,1.25,1.5,0,2,0,0,0,0,0,0,31,363.23
1631,國立臺北教育大學,資訊科學系,1,2,2,0,0,0,0,2,0,0,20,442.3
1632,國立臺北教育大學,數學暨資訊教育學系數學組(男),1.5,1,2,0,0,0,0,0,0,0,10,265.4
1633,國立臺北教育大學,數學暨資訊教育學系數學組(女),1.5,1,2,0,0,0,0,0,0,0,10,256.3
1634,國立臺北教育大學,數學暨資訊教育學系資訊組(男),1.5,1,2,0,0,0,0,0,0,0,10,264.8
1635,國立臺北教育大學,數學暨資訊教育學系資訊組(女),1.5,1,2,0,0,0,0,0,0,0,10,256.15
1636,國立臺北教育大學,數位科技設計學系,1,1.5,1.5,0,0,0,0,1,0,0,18,302.85
1637,國立臺北教育大學,自然科學教育學系(男),1.25,1,1,0,0,0,0,1.5,1.5,0,13,375.28
1640,國立臺北教育大學,自然科學教育學系(女),1.25,1,1,0,0,0,0,1.5,1.5,0,13,358.1
1641,國立臺南大學,教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,52,409.15
1642,國立臺南大學,諮商與輔導學系,1.5,1.5,0,1.5,0,0,1,0,0,0,22,391.7
1643,國立臺南大學,特殊教育學系,1.5,1.5,0,1,1,1,0,0,0,0,29,371.6
1644,國立臺南大學,幼兒教育學系,1.25,1,0,1,1,1,0,0,0,0,29,320.35
1646,國立臺南大學,國語文學系,1.5,1.25,0,1,1.25,1,0,0,0,0,49,375.38
1647,國立臺南大學,英語學系,1.25,2,0,0,1,1,0,0,0,0,33,371.9
1650,國立臺南大學,行政管理學系,1.5,1.5,0,1,1,0,1,0,0,0,27,428.25
1651,國立臺南大學,文化與自然資源學系,1,1,0,1,2,2,0,0,0,0,20,482
1663,國立臺南大學,戲劇創作與應用學系(男),2,2,0,1,1.5,1,0,0,0,0,11,445.3
1664,國立臺南大學,戲劇創作與應用學系(女),2,2,0,1,1.5,1,0,0,0,0,11,480.4
1665,國立臺南大學,應用數學系,1,1.5,2,0,0,0,0,1.5,1,0,25,357.4
1666,國立臺南大學,數位學習科技學系,1.5,1.75,2,0,0,0,0,0,0,0,21,287.65
1667,國立臺南大學,資訊工程學系,1,2,2,0,0,0,0,1.5,1,0,19,436.35
1670,國立臺南大學,電機工程學系,1,1,1.25,0,0,0,0,1.25,1.25,0,11,347.65
1671,國立臺南大學,材料科學系,1,1,1,0,0,0,0,1.5,1.5,0,23,347.15
1672,國立臺南大學,經營與管理學系,1.5,2,0,2,1,1,0,0,0,0,26,536.05
1673,國立臺南大學,綠色能源科技學系,1,1,1.5,0,0,0,0,1.5,1.5,0,21,354.35
1674,國立臺南大學,生物科技學系,1,1.5,1,0,0,0,0,0,1.5,2,23,407.4
1675,國立臺南大學,生態科學與技術學系,1,1.5,1,0,0,0,0,0,1.5,2,24,375.95
1676,國立東華大學,應用數學系數學科學組,1,1,1.5,0,0,0,0,1,1,0,25,238.7
